pheno	tissue	gene	gene_name	gene_biotype	b.smr	p.smr	p_HEIDI.smr	fdr.smr	Ifsigif.smr	b.wr_ivw	p.wr_ivw	Q_pval.wr_ivw	pval_egger_intercept.wr_ivw	fdr.wr_ivw	Ifsigif.wr_ivw	b.pmregger	p.pmregger	fdr.pmregger	Ifsigif.pmregger	b.gsmr	p.gsmr	fdr.gsmr	Ifsigif.gsmr	direction
Right accumbens area	Astrocytes	ENSG00000015133	CCDC88C	protein_coding	-0.0917094	9.474917e-05	0.946366	0.0233193131653488	TRUE	-0.0897071785329547	4.94754011042469e-06	-	-	0.000454184182136987	TRUE	-0.000805475893417731	0.982521290030947	1	FALSE	-0.0973141806706169	7.04626642560937e-275	6.94808844674588e-271	TRUE	Consistent
FXST_FA	Astrocytes	ENSG00000015133	CCDC88C	protein_coding	0.0581358	0.0009014663	0.8534043	0.0666989868511521	FALSE	0.060165834231058	0.000102437604300164	-	-	0.00477297286731628	TRUE	0.00501249743348397	0.890336127063277	1	FALSE	0.0615367004844269	1.32841849833107e-187	4.91215950220371e-184	TRUE	Consistent
Left accumbens area	Astrocytes	ENSG00000015133	CCDC88C	protein_coding	-0.0820466	0.0002796083	0.9890573	0.0401816631121622	TRUE	-0.0807190502617003	3.22453990671253e-05	-	-	0.00206725109680563	TRUE	-0.00181314755206137	0.967325195605327	1	FALSE	-0.0879523432543067	3.40846244101774e-238	1.68048559883645e-234	TRUE	Consistent
ALIC_FA	Astrocytes	ENSG00000015133	CCDC88C	protein_coding	0.0581066	0.001730513	0.8764289	0.0844232164915773	FALSE	0.059720780421985	0.000334596345191997	-	-	0.0105222258816719	TRUE	0.0116689070028264	0.768187448227206	1	FALSE	0.0525563927162383	2.63674242305872e-133	5.57143673992308e-130	TRUE	Consistent
Right accumbens area	Oligodendrocytes	ENSG00000039123	SKIV2L2	protein_coding	0.123647	0.0007320664	0.6251927	0.0621453907315508	FALSE	0.123647243063834	6.14948630972671e-05	-	-	0.00336281034625435	TRUE	0.00508065162554725	0.927658248604852	1	FALSE	0.114054460014502	0.00137255668077846	0.0355854265826366	TRUE	Consistent
Right superior frontal	Inhibitory.neurons	ENSG00000042317	SPATA7	protein_coding	-0.0271803	0.004637264	0.9733058	0.1134271916302	FALSE	-0.0272595558379473	5.15064732921012e-06	0.902080501554731	0.760498548174065	0.000468839303093038	TRUE	-0.0299646906622184	0.00112324490696807	0.040151140977661	TRUE	-0.0255651315901777	0.000981146259015251	0.0275896089678604	TRUE	Consistent
X3rd ventricle	Inhibitory.neurons	ENSG00000042317	SPATA7	protein_coding	0.0464547	0.0007606464	0.9708059	0.06289000665	FALSE	0.0433941079895616	2.37786452763238e-07	0.92878419600039	0.931117995611437	3.79982751515654e-05	TRUE	0.0283287552677978	0.00205178829400546	0.064460230576447	FALSE	0.0377064341760292	0.000495743702172066	0.0161866337722451	TRUE	Consistent
X3rd ventricle	OPCs...COPs	ENSG00000042317	SPATA7	protein_coding	0.034096	0.002372761	0.7719393	0.0942904474194756	FALSE	0.0340075990373568	9.74971696604065e-07	0.897093177178262	0.893346583235183	0.000123361081588501	TRUE	0.0289912885317483	0.0038073854950809	0.100960209883287	FALSE	0.0280153760478896	0.0016271368823349	0.0403417864979108	TRUE	Consistent
Right accumbens area	OPCs...COPs	ENSG00000042317	SPATA7	protein_coding	-0.0350117	0.005438583	0.9633987	0.118462482454421	FALSE	-0.0360800897565301	4.93300236393133e-06	0.721024777492074	0.821599115480796	0.000453815181224267	TRUE	-0.0403348043926932	5.62243789928172e-05	0.00398815333302644	TRUE	-0.0335232225926174	0.000996303079989812	0.0279077186883949	TRUE	Consistent
Right pars orbitalis	OPCs...COPs	ENSG00000042317	SPATA7	protein_coding	-0.020849	0.0844683	0.4857356	0.2178364110714	FALSE	-0.0281211353403933	0.000600760008774178	0.340129037837232	0.850894474138894	0.0156280634553921	TRUE	-0.0336602048198372	0.000822037800430917	0.0323941406477104	TRUE	-0.0178739326339133	0.0672851815531259	0.220944183133857	FALSE	Consistent
Right superior frontal	OPCs...COPs	ENSG00000042317	SPATA7	protein_coding	-0.0213257	0.00662252	0.6932601	0.124708565523132	FALSE	-0.0227964587261212	4.00430028064622e-06	0.982618174380473	0.988014577383049	0.000381389712822874	TRUE	-0.0340379248430148	0.000713580821288579	0.0290793793034449	TRUE	-0.0196619522831701	0.0021159543199438	0.0481545077442731	TRUE	Consistent
Left rostral middle frontal	Inhibitory.neurons	ENSG00000042317	SPATA7	protein_coding	-0.0272262	0.01480441	0.5389528	0.146224719444103	FALSE	-0.028501915397096	5.47381827990558e-05	0.440142469436611	0.439809874763188	0.00305924045990682	TRUE	-0.0331549611362298	0.000313973791544211	0.0150670911360809	TRUE	-0.0252763292071346	0.00509085962227419	0.0842269627215409	FALSE	Consistent
X3rd ventricle	Astrocytes	ENSG00000042317	SPATA7	protein_coding	0.0435058	0.001386336	0.8938628	0.0775036130017606	FALSE	0.043287223591885	7.0502903863159e-06	0.978781802629227	-	0.000609602863743458	TRUE	0.0293920962419102	0.12244443404287	1	FALSE	0.0374071696164392	0.00125670880329089	0.0332521861900693	TRUE	Consistent
Left superior frontal	Astrocytes	ENSG00000042317	SPATA7	protein_coding	-0.0336117	0.00104669	0.5397812	0.0716956730341151	FALSE	-0.0290973121136937	5.77315612661785e-05	0.464350827448852	-	0.00318120810011563	TRUE	-0.033638141307149	0.0722650519261214	0.897569510886493	FALSE	-0.0270501338200162	0.00193725994934054	0.0451244282058204	TRUE	Consistent
Right cerebellum exterior	Excitatory.neurons	ENSG00000049167	ERCC8	protein_coding	-	-	-	-	-	-0.123605204401866	1.43902793243858e-07	0.988447556689129	-	2.38801150665365e-05	TRUE	-0.00100530587440302	0.98172586128892	1	FALSE	-0.119739370107707	0.00182695809012488	0.0432545173232518	TRUE	Consistent
Right ventral DC	Microglia	ENSG00000054282	SDCCAG8	protein_coding	0.0355565	0.01520467	0.2755151	0.146638234456258	FALSE	0.0313288331134555	0.00281364821450444	0.636043593814997	-	0.0394404372524394	TRUE	0.167014432645325	0.000107372953364424	0.0066772739231298	TRUE	0.0311312523186742	0.0135111846529357	0.133496280695773	FALSE	Consistent
Right cerebellum white matter	Microglia	ENSG00000054282	SDCCAG8	protein_coding	0.0404376	0.02180261	0.2015767	0.156108310300314	FALSE	0.0406462296512494	0.00138202094038529	0.984629902275081	-	0.0261988908145271	TRUE	0.205507665857273	2.89527130251023e-07	4.94122674135552e-05	TRUE	0.0330571849415958	0.0283367215752691	0.169238138185184	FALSE	Consistent
Right ventral DC	Excitatory.neurons	ENSG00000055147	FAM114A2	protein_coding	-0.0344463	0.003790009	0.9607027	0.106297699417845	FALSE	-0.0344985519663826	0.00220599094417305	-	-	0.0343733063478839	TRUE	-0.0245780363922418	0.00269390248819112	0.0783942892669309	FALSE	-0.0315680351335179	0.00166346940290594	0.0407020280204826	TRUE	Consistent
SCR_FA	Astrocytes	ENSG00000055208	TAB2	protein_coding	-0.0551874	0.001588486	0.182952	0.082937964747541	FALSE	-0.0551873972836643	0.000370519053959709	-	-	0.0112501161872946	TRUE	-0.0207758883359446	0.00142143591822319	0.0481918792976685	TRUE	-0.0386548559016697	0.00759132998828717	0.103486969453231	FALSE	Consistent
Cerebellar vermal lobules VIII	Microglia	ENSG00000057468	MSH4	protein_coding	-	-	-	-	-	-0.0650355043971798	0.00047584101836451	-	-	0.0133402446902892	TRUE	-0.0284658293506549	0.00108362371324452	0.0393453105340211	TRUE	-0.0504900460481526	0.00517090994761671	0.0850282701892148	FALSE	Consistent
Average_FA	Microglia	ENSG00000057468	MSH4	protein_coding	-0.0511957	0.002435309	0.1039354	0.0943944606493349	FALSE	-0.0519506459536724	0.000783256501402532	-	-	0.018527623360479	TRUE	-0.0208384594109397	0.00113132404001304	0.040376350192195	TRUE	-0.0302398684852868	0.0364747232704776	0.181802066350003	FALSE	Consistent
ALIC_FA	Microglia	ENSG00000057468	MSH4	protein_coding	-0.0486062	0.005126477	0.518518	0.116278671492857	FALSE	-0.0500876082527812	0.00189786816850408	-	-	0.031253977098579	TRUE	-0.0228110112187865	0.000337795202487434	0.0159611985343273	TRUE	-0.0375472973534743	0.0133493909133308	0.132874051816336	FALSE	Consistent
EC_FA	Excitatory.neurons	ENSG00000060642	PIGV	protein_coding	-	-	-	-	-	0.0623401201630923	3.00003908608614e-06	0.467540059033495	-	0.000303137438895252	TRUE	0.000416491931461883	0.983913606422647	1	FALSE	0.0602371633727222	0.00123671692969808	0.032929397132609	TRUE	Consistent
WVol	Oligodendrocytes	ENSG00000065413	ANKRD44	protein_coding	-0.0281354	0.002899294	0.139163	0.097098824056962	FALSE	-0.0281353909114162	0.000994776117226958	-	-	0.0217319546095572	TRUE	-0.0349325749990268	3.59501361345221e-05	0.00278028676337121	TRUE	-0.017006274969705	0.0206884793884134	0.154274413226127	FALSE	Consistent
Left pallidum	Oligodendrocytes	ENSG00000066855	MTFR1	protein_coding	-0.060275	0.01293824	0.8834409	0.143177477086093	FALSE	-0.0494311776150534	0.00333952128277915	0.886937718040937	-	0.0434918462358022	TRUE	-0.0353875744832051	0.00825745286660603	0.180744256405648	FALSE	-0.0508427287167958	0.000535376134753638	0.0173174210234445	TRUE	Consistent
PLIC_FA	Excitatory.neurons	ENSG00000075413	MARK3	protein_coding	0.0799015	0.005756495	0.5444471	0.121353451580517	FALSE	0.0799015333249638	0.00287655772770509	-	-	0.0399845231055296	TRUE	0.0218567004768811	2.36197241716838e-05	0.00194957203313078	TRUE	0.0548983020977399	0.0213722879001705	0.156258396525007	FALSE	Consistent
BVol	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	-0.0849558	0.0001035687	0.4350178	0.0245388257932836	TRUE	-0.08152218817304	1.57449430494803e-05	-	-	0.00115532536192666	TRUE	-0.0421315988979494	0.48401260359974	1	FALSE	-0.0791283799638243	0.00019841917878672	0.00734510996625565	TRUE	Consistent
Right pallidum	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	-0.0698172	0.001053589	0.6671507	0.0716956730341151	FALSE	-0.0617475492851202	0.00144754008240306	-	-	0.0268786287272927	TRUE	-0.0172216220201835	0.779017832831363	1	FALSE	-0.0683478261868622	0.00112087410913423	0.0305776047634555	TRUE	Consistent
Right accumbens area	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	-0.0927723	0.0001207505	0.1069754	0.0260984073689189	TRUE	-0.0781621520388809	0.000183289520865505	-	-	0.00691596188839166	TRUE	-0.0699550209414387	0.245605337671717	1	FALSE	-0.0799033041839549	0.000545115896504981	0.0175851891498477	TRUE	Consistent
WVol	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	-0.032236	0.0007592077	0.8299171	0.06289000665	FALSE	-0.0335085570756302	0.000106187683564787	-	-	0.00487144083775869	TRUE	-0.00859083859418841	0.873962484091061	1	FALSE	-0.0319241584815337	0.000731122285738349	0.0222282214354695	TRUE	Consistent
Left accumbens area	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	-0.0924428	0.0001097346	0.4764953	0.0248854558242857	TRUE	-0.078455925689955	0.000144696087850248	-	-	0.00596280554573715	TRUE	-0.0377920359654429	0.515204978083919	1	FALSE	-0.087074771953256	0.000180760672477061	0.00675159370355609	TRUE	Consistent
PCR_FA	Oligodendrocytes	ENSG00000084453	SLCO1A2	protein_coding	0.0919612	0.0004371987	0.5642091	0.04871205624	TRUE	0.092019081434622	3.76124074898478e-05	-	-	0.00231832133365282	TRUE	0.0151912828927937	0.625191381877708	1	FALSE	0.0832485790827234	0.00097160698996611	0.0274539821353808	TRUE	Consistent
SCR_FA	Oligodendrocytes	ENSG00000084453	SLCO1A2	protein_coding	0.110572	6.582674e-05	0.6520728	0.0197315357691964	TRUE	0.11158504598512	5.90289865118714e-07	-	-	8.21569242593937e-05	TRUE	0.0201137421377543	0.518414957879701	1	FALSE	0.104205461201712	0.000105226667129669	0.004189522566662	TRUE	Consistent
IFO_FA	Oligodendrocytes	ENSG00000084453	SLCO1A2	protein_coding	0.0814375	0.001250526	0.9308568	0.075480893486692	FALSE	0.08294041186336	0.000183374134342003	-	-	0.00691596188839166	TRUE	0.0209542002206928	0.485132302341617	1	FALSE	0.0840002374068956	0.000814816940500541	0.0241522191722315	TRUE	Consistent
Right accumbens area	Excitatory.neurons	ENSG00000085514	PILRA	protein_coding	-0.0837801	0.0005284381	0.2659128	0.0544842328553398	FALSE	-0.0831395416551815	0.000175429464344763	-	-	0.00674005313323169	TRUE	-0.0158813289644507	0.67663192132639	1	FALSE	-0.0825272360620287	0.00054036584622417	0.0174509852216194	TRUE	Consistent
BVol	Excitatory.neurons	ENSG00000085514	PILRA	protein_coding	-0.0860124	0.0001197926	0.6772668	0.0260984073689189	TRUE	-0.085041870649393	2.16651959554179e-05	-	-	0.00151012365863079	TRUE	-0.0299333702772059	0.402348386772025	1	FALSE	-0.0834166039100297	0.000142353191981406	0.00544783949324974	TRUE	Consistent
Left amygdala	Excitatory.neurons	ENSG00000085514	PILRA	protein_coding	0.0749285	0.0006160028	0.8217114	0.0574571122	FALSE	0.0758408100039211	0.000160007663502245	-	-	0.00637212079525427	TRUE	0.010351242324304	0.766024928122537	1	FALSE	0.0742886975935416	0.000554292656554338	0.0178076368152167	TRUE	Consistent
Left accumbens area	Excitatory.neurons	ENSG00000085514	PILRA	protein_coding	-0.0831395	0.0005063557	0.2500006	0.0539785204731544	FALSE	-0.0854106895360258	9.57961509085822e-05	-	-	0.00455200520605913	TRUE	-0.0104416130059566	0.776517478454755	1	FALSE	-0.0852432259285126	0.000331099773700574	0.0114960017671483	TRUE	Consistent
CGH_FA	Excitatory.neurons	ENSG00000085644	ZNF213	protein_coding	-	-	-	-	-	-0.111206733028082	5.42842550211321e-05	-	-	0.00304175125602827	TRUE	-0.0100261988166121	0.725213507429275	1	FALSE	-0.0948731922965963	0.00100816260985643	0.0281088278273072	TRUE	Consistent
Left transverse temporal	Oligodendrocytes	ENSG00000085733	CTTN	protein_coding	0.0739451	0.0008513201	0.3647726	0.0648798486409091	FALSE	0.0770625566636446	0.000214751476305256	-	-	0.00772782918821232	TRUE	0.0141547375749785	0.610491607509286	1	FALSE	0.0710480631392496	0.000890370868606626	0.0258225010148247	TRUE	Consistent
SCC_FA	Oligodendrocytes	ENSG00000086991	NOX4	protein_coding	-0.0379226	0.001448286	0.6817518	0.0793861849137931	FALSE	-0.0388181502879252	0.000390732567191855	-	-	0.0116346082429674	TRUE	-0.0244026478301192	0.275190802850389	1	FALSE	-0.0349495870815382	0.000972648545276478	0.0274539821353808	TRUE	Consistent
FX_FA	Oligodendrocytes	ENSG00000088854	C20orf194	protein_coding	-0.0946313	0.001800072	0.6041206	0.0851721101758569	FALSE	-0.0946313244463132	0.00018139667347984	-	-	0.00687745243757573	TRUE	-0.0167211781499673	0.726348944572144	1	FALSE	-0.0922395917397525	0.00114855171483246	0.0310004168140272	TRUE	Consistent
FX_FA	Astrocytes	ENSG00000088854	C20orf194	protein_coding	-0.0554481	0.007641502	0.1410556	0.128569182298887	FALSE	-0.055448060859694	0.00387806591318953	-	-	0.0465016299297032	TRUE	-0.00374309129060093	0.893960895262598	1	FALSE	-0.0605584442331523	0.00165659481035305	0.0406683715185593	TRUE	Consistent
Right rostral middle frontal	OPCs...COPs	ENSG00000089250	NOS1	protein_coding	0.0352611	0.002225819	0.08200238	0.0928582835708661	FALSE	0.0352611356472983	0.000994776117226972	-	-	0.0217319546095572	TRUE	0.0470985828955083	0.182540498062208	1	FALSE	0.0364310393612324	0.00168861331383919	0.0412383986106968	TRUE	Consistent
Left fusiform	Astrocytes	ENSG00000089486	CDIP1	protein_coding	-0.048965	0.0006656274	0.95908	0.0589821037811475	FALSE	-0.0489650120907458	0.000142378179380106	-	-	0.00592386588961818	TRUE	-0.0273105926153283	0.430214144188336	1	FALSE	-0.0418241659087801	0.00136448043180728	0.0354381563948402	TRUE	Consistent
Right ventral DC	Astrocytes	ENSG00000095917	TPSD1	protein_coding	-0.0354559	0.002544978	0.3784933	0.0952943063830787	FALSE	-0.0354558941194979	0.000919715072329191	-	-	0.0206352357903559	TRUE	-0.0239788475548256	0.00246273601695207	0.0733601226781976	FALSE	-0.0314937134283886	3.0525195836172e-28	4.93440624713465e-26	TRUE	Consistent
Right cerebellum white matter	Astrocytes	ENSG00000095917	TPSD1	protein_coding	-0.0373336	0.007378061	0.3443583	0.12713390971875	FALSE	-0.0373335679015896	0.00397675170978863	-	-	0.0471635319600169	TRUE	-0.0177872144286823	0.0248952688716852	0.413376196403765	FALSE	-0.0308107059925256	1.93710910725661e-18	2.08376587675873e-16	TRUE	Consistent
Brain stem	Astrocytes	ENSG00000095917	TPSD1	protein_coding	-0.0356589	0.007133621	0.656235	0.125922093163424	FALSE	-0.035658885879724	0.0038036816200891	-	-	0.0460217743074496	TRUE	-0.0287235177796014	0.000286975725806067	0.014084148134506	TRUE	-0.028667527274703	1.39108658840276e-18	1.51849164052142e-16	TRUE	Consistent
Left ventral DC	Astrocytes	ENSG00000095917	TPSD1	protein_coding	-0.0342041	0.003566532	0.663778	0.103884242631193	FALSE	-0.0342041115981034	0.00148294750847709	-	-	0.027284969381984	TRUE	-0.0296421820822278	0.000181529820742431	0.00991685833001702	TRUE	-0.0308503234686621	2.79749200847652e-27	4.33274390548442e-25	TRUE	Consistent
UNC_FA	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	0.163896	0.001014022	0.8395164	0.07097001575	FALSE	0.161826442168485	1.01298523838914e-07	0.969223960712539	-	1.76186462054306e-05	TRUE	0.0266603806461315	4.72220398488564e-07	7.54837655992442e-05	TRUE	0.111982020162791	0.00795657048050606	0.105637050092657	FALSE	Consistent
Left precentral	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	-0.110304	0.01098405	0.6728624	0.137749226556604	FALSE	-0.112564578486088	6.7904834217755e-05	0.905216531919649	-	0.00360371706907658	TRUE	-0.0345687886795392	1.15758103474945e-06	0.000154560900689767	TRUE	-0.104866471450755	0.00737107152647991	0.102331605899925	FALSE	Consistent
Right hippocampus	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	0.133961	0.006003679	0.873894	0.122513473769923	FALSE	0.131363199079281	2.66618623954555e-05	0.996000397174523	-	0.00179200234884474	TRUE	0.038431347901632	7.72122034445009e-08	1.52349191133583e-05	TRUE	0.103644692453686	0.015364085401302	0.139026478239207	FALSE	Consistent
Left hippocampus	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	0.104065	0.02684026	0.3152117	0.161503859948835	FALSE	0.104142284431371	0.00087857343956004	0.952139647843623	-	0.0199887166549551	TRUE	0.0362704229596491	3.84375723657877e-07	6.29946019021539e-05	TRUE	0.0903870286109913	0.0322780543742061	0.175233878601168	FALSE	Consistent
IFO_FA	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	0.103479	0.02471758	0.0961157	0.158747371241421	FALSE	0.109848666340742	0.000333276617362829	0.800764614719239	-	0.0104960240384939	TRUE	0.0168253704581088	0.00146618849021623	0.0492571501263719	TRUE	0.0760185550825023	0.0617152126621396	0.21409886854811	FALSE	Consistent
Left caudate	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	0.14823	0.005883109	0.5045295	0.122298267821032	FALSE	0.147653197730905	1.89651461838986e-05	0.970165228541546	-	0.00135552374503047	TRUE	0.024504239436837	0.000579654582450258	0.0247550132450558	TRUE	0.0983780486492801	0.0338351383070953	0.178072205916213	FALSE	Consistent
FX_FA	Excitatory.neurons	ENSG00000100154	TTC28	protein_coding	0.0902869	0.02118288	0.8813597	0.154819350165746	FALSE	0.0897902454479651	0.000535554393340935	0.955430084779649	-	0.0144871660533467	TRUE	0.0184271649648151	0.000480493870315857	0.0213026833531387	TRUE	0.0895093759703405	0.0116527320696662	0.125258401193628	FALSE	Consistent
SS_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-	-	-	-	-	-0.183148295832997	7.68013595881184e-15	-	-	4.24829674460125e-12	TRUE	-0.0310500842473324	0.000349093341133572	0.0163389829730001	TRUE	-	-	-	-	Consistent
SFO_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.0957137	0.0008541469	0.5925533	0.0648798486409091	FALSE	-0.105984820652515	7.59359828471641e-06	-	-	0.000652656158550546	TRUE	-0.0344629770510878	7.50674612293321e-05	0.00505613877956675	TRUE	-	-	-	-	Consistent
SLF_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.147763	2.331866e-05	0.1075257	0.0108874137697059	TRUE	-0.157498424418379	3.5628808761357e-11	-	-	1.16457619910417e-08	TRUE	-0.0459941939940432	1.15566789141299e-07	2.15900638956689e-05	TRUE	-	-	-	-	Consistent
Left superior frontal	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.070491	0.001210674	0.3233453	0.0746250438359073	FALSE	-0.0679814932630818	0.000186228923693084	-	-	0.00695072071078011	TRUE	-0.0403367481607737	0.000600026135764231	0.0253903202425551	TRUE	-	-	-	-	Consistent
PTR_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.154775	1.332252e-05	0.06709352	0.00791500955644068	TRUE	-0.15865106318157	9.78409188057295e-12	-	-	3.57749515490848e-09	TRUE	-0.0442827664361381	3.57981948550088e-07	5.93113376581326e-05	TRUE	-	-	-	-	Consistent
Left transverse temporal	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.0948033	0.003927214	0.81239	0.108705420476024	FALSE	-0.0974620441640755	0.000719601446187412	-	-	0.0175377948357115	TRUE	-0.0430865983244734	0.000247430086456246	0.0125493327989531	TRUE	-	-	-	-	Consistent
ALIC_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.124159	9.044212e-05	0.126749	0.02315122348464	TRUE	-0.133697733253285	1.16070324313855e-08	-	-	2.55508684328857e-06	TRUE	-0.0352303516761037	5.06450997805105e-05	0.00365522352104266	TRUE	-	-	-	-	Consistent
BCC_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.160644	1.07942e-05	0.1175361	0.00699398073061225	TRUE	-0.169209700206394	7.00427649736724e-13	-	-	3.14798451828551e-10	TRUE	-0.0495867893363435	1.15612939464719e-08	2.6642033567918e-06	TRUE	-	-	-	-	Consistent
Right pallidum	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	0.109214	0.0005704427	0.4691459	0.056245295907764	FALSE	0.110305647900071	1.67741662659332e-05	-	-	0.00121841444058915	TRUE	0.04633360792701	7.6354950438344e-05	0.00511251575966003	TRUE	-	-	-	-	Consistent
ACR_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.154697	9.581405e-06	0.2058132	0.0063375005696875	TRUE	-0.162298945331051	3.97625297667771e-13	-	-	1.90621567701929e-10	TRUE	-0.0548727642709689	2.62162693489793e-10	9.29796859090323e-08	TRUE	-	-	-	-	Consistent
GCC_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.160046	7.974967e-06	0.275724	0.00550428754963043	TRUE	-0.169965382007605	5.72735677649675e-14	-	-	3.05077204294729e-11	TRUE	-0.0591553329612573	9.41618055039716e-12	4.54948928637394e-09	TRUE	-	-	-	-	Consistent
SCC_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-	-	-	-	-	-0.201985382186818	7.40806273091383e-17	-	-	5.41742838284759e-14	TRUE	-0.0509347144416017	4.97849378393918e-09	1.24866675309109e-06	TRUE	-	-	-	-	Consistent
CGC_FA	Oligodendrocytes	ENSG00000100156	SLC16A8	protein_coding	-0.126498	6.960635e-05	0.5150087	0.0197315357691964	TRUE	-0.135928637353381	4.35266581734525e-09	-	-	1.02623016041081e-06	TRUE	-0.049089271481538	1.56388263504845e-08	3.54977899916472e-06	TRUE	-	-	-	-	Consistent
